"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"199","479-13-0","O=C3Oc1cc(O)ccc1c4oc2cc(O)ccc2c34","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"200","14925-39-4","O=CC(=C)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"201","27113-22-0","O=C(CCc1ccc(O)c(OC)c1)CCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"202","118-56-9","O=C(OC1CC(C)CC(C)(C)C1)c2ccccc2(O)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"203","111-20-6","O=C(O)CCCCCCCCC(=O)O","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"204","89784-39-4","O=C(O)C(NC(=O)C)CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"205","22608-53-3","O=P(OC)(SC)SC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"206","617-48-1","O=C(O)CC(O)C(=O)O","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"208","13655-52-2","OC(COc1ccccc1CC=C)CNC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"209","602-38-0","O=[N+]([O-])c2cccc1cccc(c12)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"211","100-43-6","n1ccc(C=C)cc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"213","61740-00-9","O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"214","1928-38-7","O=C(OC)COc1ccc(cc1Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"215","85-33-6","O=CC2=CC=C1C2(=CC(=CC=C1C)C(=C)C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"217","621-52-3","O=[N+]([O-])c1cccc(OCC)c1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"218","693-98-1","n1cc[nH]c1C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"219","67730-11-4","n1c(N)ccc2nc3c(cccn3(c12))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"220","565-20-8","O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"221","15088-70-7","O=C(OCC)CNC(=O)CBr","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"223","24496-65-9","n1cc4c5ccccc5(cc3ccc2cccc1c2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"224","346-18-9","O=S(=O)(N)c1cc2c(cc1Cl)NC(N(C)S2(=O)(=O))CSCC(F)(F)F","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"225","1761-71-3","NC1CCC(CC1)CC2CCC(N)CC2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"226","110-59-8","N#CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"227","68162-37-8","O=C(OC)C(=Cc1oc(cc1)[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"229","103393-72-2","c1cc2cccc3c4cc(ccc4(c(c1)c23))CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"230","97-00-7","O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"231","57309-27-0","O=C2c1ccccc1N(O)C2(c3ccccc3)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"233","123-32-0","n1cc(ncc1C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"234","64188-64-3","c1ccc(cc1)CN3C4c5ccccc5(c2ccccc2C34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"235","29590-42-9","O=C(OCCCCCC(C)C)C=C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"236","118-92-3","O=C(O)c1ccccc1(N)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"238","114454-59-0","O=[N+]([O-])c5ccc4c3c5(c1ccccc1c2cccc(c23)C(O)C4(O))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"239","51325-91-8","N#CC(C#N)=C1C=C(OC(=C1)C)C=Cc2ccc(cc2)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"240","2426-08-6","O(CCCC)CC1OC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"241","603-54-3","O=C(N)N(c1ccccc1)c2ccccc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"242","555-68-0","O=C(O)C=Cc1cccc(c1)[N+](=O)[O-]","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"243","112-55-0","CCCCCCCCCCCCS","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"244","693-13-0","C(=NC(C)C)=NC(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"245","127-07-1","O=C(N)NO","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"246","503-09-3","FCC1OC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"247","27946-19-6","O=C(NCc1ccccc1)C(c2ccccc2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"248","2226-96-2","ON1C(C)(C)CC(O)CC1(C)C","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"249","54818-87-0","O=C(Nc1ccc(cc1)Sc2ccccc2)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"250","6358-23-2","O=[N+]([O-])c2ccc(Nc1ccccc1(O))c(c2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"251","80115-73-7","O=C(N(O)c1ccc(cc1)c2ccccc2)CC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"252","501-30-4","O=C1C=C(OC=C1(O))CO","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"254","91-84-9","n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"255","126-27-2","O=C(N(C)C(C)(C)Cc1ccccc1)CN(CC(=O)N(C)C(C)(C)Cc2ccccc2)CCO","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"256","151-56-4","N1CC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"257","1522-92-5","OCC(CBr)(CBr)CBr","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"258","2921-88-2","n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"259","108-10-1","O=C(C)CC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"260","52898-98-3","O=C(OCC2=CC=C1C2(=CC(C(=C)C)CC=C1C))CCCCCCCCCCCCCCCCC","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"261","139953-77-8","O=C(O)c4ccc(C=NN1N=Nc2c3ccccc3([nH]c2(C1(=O))))cc4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"262","21229-99-2","ONc1ccc(cc1)Sc2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"263","104-54-1","OCC=Cc1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"276","106-50-3","Nc1ccc(N)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"277","159092-71-4","O=[N+]([O-])c1ccc2c3ccccc3(cc(c2(c1))[N+](=O)[O-])","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"278","33611-88-0","O=[N+]([O-])c4cc2cccc3c1ccccc1c(c23)c4[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"280","100-13-0","O=[N+]([O-])c1ccc(C=C)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"281","1116-40-1","N(CC(C)C)(CC(C)C)CC(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"282","50567-35-6","O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)O","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"265","73341-53-4","ONc3nc1c(nc2c(cccn12)C)cc3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"266","129-03-3","c1ccc3c(c1)C=Cc2ccccc2C3=C4CCN(C)CC4","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"267","119-06-2","O=C(OCCCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCCCC)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"268","109-09-1","n1ccccc1Cl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"269","396-32-7","Fc1ccc2cccnc2(c1)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"270","150-76-5","Oc1ccc(OC)cc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"271","58-54-8","O=C(O)COc1ccc(C(=O)C(=C)CC)c(c1Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"272","112022-06-7","O=C(NCCN(C)C)c1cccc2C(=O)c3ccccc3(C(=O)c12)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"274","78-67-1","N#CC(N=NC(C#N)(C)C)(C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"275","2562-38-1","O=[N+]([O-])C1CCCC1","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"283","87-84-3","C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"284","132335-20-7","c1ccc3c(c1)c2ccccc2c5c3c4ccccc4C6NC56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"286","548-83-4","O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccccc3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"287","148193-30-0","n2c(c1cc(N)ccc1s2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"289","60-33-3","O=C(O)CCCCCCCC=CCC=CCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"290","129176-05-2","O1C(CBr)C1Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"292","502-65-8","C(=CC=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C)C=C(C=CC=C(C=CC=C(C)CCC=C(C)C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"293","578-67-6","Oc1cccc2ncccc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"294","35898-87-4","O=C(OCCCN2CCN(CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)CCC2)c3cc(OC)c(OC)c(OC)c3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"295","28124-29-0","n1c3cccc(N)c3(nc2ccc(N)cc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"296","83905-01-5","O=C3OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"297","146795-43-9","O=C(Nc1ccccc1Br)c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"298","2855-19-8","O1CC1CCCCCCCCCC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"301","68299-98-9","O=C(N(O)c1ccc(cc1)Cl)CO","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"302","581-47-5","n1ccc(cc1)c2ncccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"303","89-80-5","O=C1CC(C)CCC1C(C)C","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"304","1635-63-8","n1p(np(np1(NC)NC)(NC)NC)(NC)NC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"306","59-89-2","O=NN1CCOCC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"307","3333-52-6","N#CC(C)(C)C(C#N)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"309","1982-67-8","O=C(O)C(N)CCS(=O)(=N)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"310","18829-55-5","O=CC=CCCCC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"311","820-75-7","NNC(CNC(C=[N+]=[N-])=O)=O","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"312","41044-12-6","O=C1Oc4cc(ccc4(C=C1c3nc2ccccc2n3C))N(CC)CC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"314","102-28-3","O=C(Nc1cccc(N)c1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"316","4350-09-8","O=C(O)C(N)Cc2c[nH]c1ccc(O)cc12","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"317","13345-23-8","Oc2ccc3ccc4cc1ccccc1c5ccc2c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"318","133-18-6","O=C(OCCc1ccccc1)c2ccccc2(N)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"319","2531-84-2","c1ccc3c(c1)ccc2cc(ccc23)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"320","28166-06-5","[N-]=[N+]=Nc1ccc(F)c(c1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"321","126983-61-7","O=C1C=C(OC)C(=O)c2nc(c3c4cnccc4([nH]c3(c12)))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"322","91423-46-0","OCC(O)COC=CC=CC=CC=CC=CCC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"323","81424-67-1","O=C(ON(C(=O)NC)C(=O)C)NC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"326","96-09-3","O1CC1c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"330","2851-80-1","c1cc(cc3c1c2ccc(cc2C3)C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"331","542-75-6","C(=CCl)CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"332","1516-21-8","O=Nc1ccc(OC)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"334","628-94-4","O=C(N)CCCCC(=O)N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"335","65-45-2","O=C(N)c1ccccc1(O)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"336","115453-71-9","O=C(O)C(N)CSC=CCl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"337","33448-25-8","c2cc1cccc3c1c(c2)CC(NC)C3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"338","142129-81-5","n1cccc3c1C2OC2C4OC34","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"345","102234-07-1","O=C1NC3(C(=O)N1CCN2CC2)(CCCCC3)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"346","525-64-4","Nc2ccc3c1ccc(N)cc1Cc3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"347","644-21-3","NN(c1ccccc1)CC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"348","102059-18-7","O=C(C=Cc1ccc(cc1)NC(=O)C)c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"349","621-77-2","N(CCCCC)(CCCCC)CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"350","89930-59-6","c2cc1c3c(cn1CCC)CC4N(C)CC(=CC4(c3(c2)))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"339","166664-83-1","n1cccc2cc3c(nc12)nc(N)n3C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"342","14698-29-4","O=C(O)C1=CN(c2cc3OCOc3(cc2(C1(=O))))CC","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"343","529-20-4","O=Cc1ccccc1C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"344","519-23-3","n1ccc3c(c1)c(c2c4ccccc4([nH]c2c3C))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"351","116169-87-0","O=Nc1nccn1C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"352","2942-42-9","O=[N+]([O-])c2cccc1cn[nH]c12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"353","2598-29-0","O=C(Oc1cccc2cccnc12)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"354","92-70-6","O=C(O)c1cc2ccccc2(cc1(O))","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"356","52411-33-3","Nc1ccccc1SCCSc2ccccc2(N)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"357","106-20-7","N(CC(CC)CCCC)CC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"358","6190-65-4","n1c(nc(nc1NC(C)C)Cl)N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"359","288-32-4","n1cc[nH]c1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"360","202-33-5","c1ccc2c(c1)ccc3c5C=Cc4cccc(cc23)c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"361","35144-55-9","O=C(O)CC(NC(=O)COc1ccc(cc1Cl)Cl)C(=O)O","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"362","144561-63-7","O=[N+]([O-])c2ccc3c1cc4c(cc1CCc3(c2))CCCC4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"369","17804-35-2","O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"370","16683-64-0","c1ccc2cc3c(cc2(c1))cc5cccc4C=Cc3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"371","101-84-8","O(c1ccccc1)c2ccccc2","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"372","789-47-9","Nc4ccc1c(ccc2c3ccccc3(ccc12))c4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"373","134998-76-8","O=Nc1ccc2ccc4c3c(ccc1c23)cc5c4CCCC5","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"364","60-24-2","OCCS","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"365","126-33-0","O=S1(=O)(CCCC1)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"366","96-45-7","N1C(NCC1)=S","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"455","161697-04-7","n1c2ccc(c(c2(nc(c1C)C))C)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"456","98-11-3","O=S(=O)(O)c1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"457","107097-80-3","O=C(O)CCC(NC(=O)c1ccc(c(c1)Cl)Cl)C(=O)N(CCCOC)CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"458","1070-70-8","O=C(OCCCCOC(=O)C=C)C=C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"459","496-72-0","Nc1ccc(cc1(N))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"460","103-50-4","O(Cc1ccccc1)Cc2ccccc2","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"615","86470-99-7","OC(c1cc2ccc3cccc4ccc(c1)c2c34)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"617","146795-44-0","O=C(Nc1ccc(cc1)[N+](=O)[O-])c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"618","113779-16-1","c1ccc2c(c1)c6cccc5cc4C=Cc3ccc2c(c34)c56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"619","138542-40-2","O=[N+]([O-])c2cc3ccc4cc1ccccc1c5ccc(c2)c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"731","17564-64-6","O=C1c2ccccc2(C(=O)N1CCl)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"732","6358-85-6","O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"733","7390-81-0","O1CC1CCCCCCCCCCCCCCCC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"734","21829-25-4","O=C(OC)C2=C(NC(=C(C(=O)OC)C2(c1ccccc1[N+](=O)[O-]))C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"735","838-95-9","c1ccc(cc1)C=Cc2ccc(cc2)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1064","53-96-3","O=C(Nc2ccc3c1ccccc1Cc3(c2))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1065","105361-86-2","O=Nc1cccc(c1)c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1067","82-05-3","O=C2c1ccccc1c4cccc3cccc2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1069","104-94-9","O(c1ccc(N)cc1)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1296","108-38-3","c1cc(cc(c1)C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1297","101-02-0","O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1298","156-59-2","C(=CCl)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1299","155379-82-1","O=[N+]([O-])c1cc(N)cc(c1(N))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1300","2066-93-5","O=C1C=C(c2ccccc2(C1(=O)))S(=O)(=O)O","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1301","14064-58-5","O=[N+]([O-])c2ccc(C=Cc1cccc(OC)c1)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1625","497-56-3","O=[N+]([O-])c1cc(O)c(c(c1)[N+](=O)[O-])C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1626","120-72-9","c1ccc2[nH]ccc2(c1)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1627","4457-41-4","O=C(OCc1ccc(cc1)[N+](=O)[O-])c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1628","5875-25-2","O=C(N)C(C)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1629","102791-32-2","O=C1C(=O)c4c3c(ccc2cccc1c23)ccc4[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1630","85-68-7","O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1713","104-40-5","Oc1ccc(cc1)CCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1714","74512-12-2","n1ccn(c1)C(=C(OCCOc2ccc(cc2)Cl)c3ccc(cc3Cl)Cl)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1715","14667-55-1","n1cc(nc(c1C)C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1716","823-86-9","ONc1ccc(cc1)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1717","79455-30-4","O=C(NCC(NC(=O)c1cnccc1)C)c2cnccc2","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"375","27729-95-9","O=C(c1ccccc1)C3OC3(c2ccc(OC)cc2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"376","34866-47-2","O=C(N)Nc1cc(ccc1(O))C(O)CNC(C)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"378","7364-09-2","O=CC(=C(C)C)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"379","22316-47-8","O=C3N(c1ccccc1)c2cc(ccc2N(C(=O)C3)C)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"380","105-59-9","OCCN(C)CCO","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"381","2835-97-4","Oc1cccc(c1(N))C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"382","101688-02-2","O=[N+]([O-])c2oc3ccc1cc(ccc1c3(c2))N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"384","2106-54-9","O=C(O)C(F)(F)C(F)(C(F)(F)C(F)(C(F)(F)Cl)Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"385","103-80-0","O=C(Cc1ccccc1)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"386","951-80-4","n2c1ccccc1c(N)c3ccc(N)cc23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
